意图	语料
地铁	这回我俩可是撒欢的玩去了，华夏之光到中国科学技术馆乘坐地铁的话，出发地和目的地附近的地铁站分别是什么？
餐馆	清楚了，能再帮我找个评分是4.5分以上，人均消费是150-500元的餐馆吗，我男朋友过生日，他自己 都忘了，我要请他吃点好吃的。
餐馆	净悟真私宅烤全羊(龙城总店)的附近有可以住宿的地方吗？用餐到很晚的话就住宿了。
餐馆	好的，那这个餐馆的电话是多少，我要打电话咨询点事情。
出租	从从中国科学技术馆到净悟真私宅烤全羊(龙城总店乘坐出租车的话，出租车的车型和车牌分别是什么？
thank	好的，谢谢你。
酒店	麻烦你帮我订家酒店，我希望酒店的最低价格是600-700元，我要去北京出差。
酒店	北京东方花园饭店感觉上还不错的，那这个酒店提供国际长途电话吗？
景点	嗯，办公结束后麻烦帮我找个景点，我想去放松一下，我希望游玩的时长是3小时 - 4小时，票价最好是免费的。
景点	哦，那这两个景点中哪个的评分是4.5分以上呢？
景点	好的，就它了，那这个景点的地址在哪里，我一个人人生地不熟的，再找不到了。
景点	那我就放心了，那这个景点的周边有啥美景吗，我可以逛逛的。
thank	好的，你推荐的太棒了，谢谢你。
景点	给我推荐一个评分在4.5分以上的免费景点。
景点	毛主席纪念堂地址在哪，游玩时间多长？
thank	谢谢。
景点	最近工资还没开我还得省着点花，麻烦帮我个票价是免费的景点，最好评分是4分以上的。
景点	确定这两个地方都是免费的吧？
景点	好的，因为钱包里的人民币实在不宽裕啊，什刹海这个景点附近还有啥游玩的地方吗，我想着如果时间允许的话，我可以多转悠几个地方。
餐馆	嗯，嗯，我怕我逛着逛着再饿了，我还是提前找好餐馆吧，帮我找个评分是4.5分以上的干净的餐馆，上回在别的地方吃坏肚子了。
餐馆	好久没有吃火锅了，就海底捞火锅(西单店)吧，它的附近还有别的好吃的吗？
thank	好的，谢谢你这么细致的回复。
餐馆	你好，我想找一家评分4.5分以上的餐馆吃南瓜汤这道菜，给我推荐一家餐馆用餐吧。
餐馆	这家餐馆的周边有哪些景点啊？
餐馆	餐馆的电话是多少啊？
thank	好的，谢谢你了啊。
餐馆	你好，我想去一个人均消费是100-150元，评分是4.5分以上的餐馆用餐，有什么好点的推荐吗？
餐馆	我比较喜欢孔乙己(后海店)，能帮我查一下这家餐馆周边的景点吗？
餐馆	哇塞，这么多好玩的地方啊，餐馆周边都有哪些酒店呢？
餐馆	这下不用为住宿发愁了呢，我想到孔乙己(后海店)附近找一家酒店住宿，哪家酒店的最低价格是500-600元呢？
酒店	可以呀，可以帮我查一下北京京仪大酒店的地址吗？
酒店	收到，这家酒店评分是多少呢？
景点	是不错呢，我打算明天去游玩，能帮我找一个票价免费，游玩时长1小时 - 2小时，评分是5分的景点吗？
景点	将府公园听起来很霸气，就去这里吧，可以帮我查一下这个景点周边都有什么餐馆吗？
餐馆	我打算游玩之后去将府公园附近的餐馆用餐，哪家人均消费是100-150元，评分是4.5分以上呢？
餐馆	海底捞火锅都有什么推荐菜呢？
酒店	吃完饭，我要去住宿，可以帮我推荐一个评分4.5分以上的经济型酒店吗？
酒店	就去汉庭酒店(北京西站店)吧，这家酒店的酒店设施提供收费停车位吗？
thank	没关系，还是非常谢谢你的！
酒店	晚上定了个北京朝阳悠唐皇冠假日酒店，把电话给我一下，另外周边有能吃饭的地方吗？
餐馆	那周边没有餐馆的话，帮我找一个评分是4.5分以上的餐馆。
餐馆	四季民福烤鸭店（灯市口店）都什么时间营业？
景点	还可以，能再帮我找一个4.5分以上，可以玩1小时都景点吗？
景点	老爷车博物馆要门票吗，地址在哪？
餐馆	那逛完了，晚上得找个地方吃饭，想吃农家豆腐，帮忙找个5分的餐馆呗。
餐馆	阿瓦山寨(南环中路店)都什么时间营业？
thank	好的，谢谢你。
餐馆	你好，我要去名叫胜博殿(西单君太店)的餐馆吃饭，能帮我先查一下餐馆周边有哪些景点吗？
餐馆	不错啊，那你知道这个餐馆的地址吗？
景点	好的，吃完饭我打算在餐馆周边找个票价是20-50元，评分是4.5分以上的景点游玩，知道哪个比较适合我吗？
景点	去啊，你有这个景点的联系电话吗？
景点	嗯好，我知道了，能告诉我一下这个景点的地址吗？
酒店	收到，游玩结束以后，我想找个提供商务中心和吹风机，价格是200-300元的酒店住宿，有什么好地方给我推荐吗？
酒店	行啊，那你知道这个酒店的评分是多少吗？
thank	分数还是蛮高的吗，谢谢你啊！
酒店	你好，帮我查一下麗枫酒店(北京中关村人民大学地铁站店)的地址。
酒店	他周边有什么餐馆吗？
景点	哦，帮我推荐一个评分在4.5分以上的景点，谢谢。
景点	好，他周边有什么餐馆吗？
景点	哦，门票多钱？
地铁	好，我从麗枫酒店(北京中关村人民大学地铁站店)到八达岭长城，坐地铁能去吗？麻烦你帮我查一下起点和终点的站点。
thank	好吧，知道了，非常感谢，没别的问题了。
景点	我想去一个免费的景点玩玩，评分在4分以上的，有什么推荐的么？
景点	那就去故宫吧，想去看看，周边有什么酒店么？游玩时间是多久呀。
景点	好的谢谢，我想去故宫附近的酒店住宿，酒店最好是经济型的。
酒店	那好吧，请问价格是多少呢？周围有什么其他的景点呢？
酒店	我想去一个能提供商务中心的酒店，价格最好在100-200元的。
酒店	好的，能把评分，地址给我么？
餐馆	不好额谢谢，我想现在去一家餐馆用餐，评分在4.5分以上，消费在500-1000元左右的，有什么推荐？
餐馆	好的，营业时间是几点呢？周边有什么酒店么？
thank	好的谢谢
景点	你好，我想找一个免费的景点玩一玩，最好能玩2小时的地方，能帮我推荐一个吗？
景点	前门大街附近还有什么景点吗？
景点	那么在这些附近的景点中，有评分是4.5分以上，门票150-200元的景点吗？
景点	故宫在哪里？周边还有其他的景点吗？
餐馆	那么我想吃培根肉，能帮我找个餐馆吗？
餐馆	鱼美人烤鱼坊周边还有其他的餐馆吗？附近有景点吗？
酒店	好的，再帮我找一个评分是5分的舒适型酒店吧。
酒店	桔子酒店·精选(北京西二旗店)周边有餐馆吗？
餐馆	那周边没有餐馆的话，帮我找一个餐馆，我想吃拉条子和羊肉串，帮我找一个评分是4.5分以上的。
餐馆	巴依老爷新疆美食（中关村店）附近有景点吗？
thank	好的，谢谢你。
thank	您好，请帮我推荐一个评分是4.5分以上、游玩的时长是1小时 - 2小时、票价是免费的的景点，谢谢。
景点	就去清华大学吧，周边有什么酒店和餐馆？
餐馆	这些餐馆里哪家评分是4.5分以上？推荐一家。电话和推荐菜是？
餐馆	好的，感觉应该不错呢。我还想找一家有藕片，评分是4.5分以上、人均消费是100-150元的餐馆请老妈，有好地方吗？
餐馆	好，营业时间是？
酒店	好的。再帮我找一家提供宽带上网、提供会议室、高档型的酒店。
酒店	价格大概是多少？周边有什么景点吗？
景点	这些景点中哪个景点票价是150-200元的？
景点	好。景点电话是多少？能玩多长时间呢？
thank	谢谢！没有问题了，再见！
景点	你好，我想找个好玩的地方放松一下自己，有评分是4分以上的好景点吗？
景点	好呀，那儿周边还有其他景点吗？
景点	好的，那它具体在什么位置呢？
酒店	记着了。接着我打算找个评分是5分的酒店，该去哪呢？
酒店	行，就去那住吧。请问它周围有哪些餐馆和景点呀？
餐馆	好，我清楚了。现在我又想物色一个人均消费是100-150元的，评分是4分以上又能吃到它似蜜的餐馆，你有好的想法吗？
餐馆	是吗？那请问餐馆附近有啥别的餐馆吗？
餐馆	知道了。还有哪些酒店分布在餐馆旁边吗？
酒店	那请问在你提到的这些酒店里，有最低价格是200-300元的吗？
酒店	也可以，就定那吧。请问它周围有哪些餐馆和景点呀？
餐馆	现在我想要到烤肉宛饭庄旁边找一个人均消费是150-500元还能吃到酱肉包的餐馆，有吗？
餐馆	行，没关系的。那儿周围有什么酒店吗？
餐馆	好，另外我还想了解一下餐馆的营业时间可以吗？
thank	太感谢你了，为你的专业服务点赞。
餐馆	你好，我想吃小豆凉糕和山楂老酒烧肉，请帮我找一个评分在4.5分以上的餐馆呗。
餐馆	兔爷(燕莎金街店)都什么时间营业？
酒店	好的，知道了，晚上帮我安排一个价格在500-600元的酒店，最好公共区域和部分房间提供wifi，并且有会议室的。
酒店	北京中康国际酒店地址在哪，周边有餐馆可以吃饭吗？
thank	好的，谢谢你。
酒店	你好，请帮我找个最低价格是700-800元的舒适型的酒店，我希望酒店提供无烟房。
酒店	北京大郊亭国际商务酒店的地址是在哪里，我就够路痴的，我朋友还不如我呢。
酒店	嗯嗯，这个酒店的电话是多少，实在不行我打电话。
景点	记下了，麻烦你帮我们找个游玩的时长是3小时，评分是4分以上的景点，好久没和朋友一起出来嗨了。
景点	保利剧院的附近有啥酒店吗，万一累了就去休息了。
酒店	那在保利剧院周边的酒店中哪个的最低价格是1000元以上的，从来没住过，这回我俩想体验一下。
酒店	我们选择北京饭店，它的评分是几分？
酒店	这个酒店的设施是否包含公共区域和部分房间提供wifi和免费国内长途电话？
地铁	清楚了，从保利剧院到北京饭店乘坐地铁的话，出发地和目的地附近的地铁站分别是什么？
thank	知道了，真的是太谢谢你了。
酒店	你好，帮我找个高档型的酒店，我希望酒店提供所有房间提供wifi和24小时热水，我要和妈妈去住宿。
酒店	那这家酒店的最低价格是400-500元吗？
酒店	就它家了，它的电话是多少，方便给我们吗？
餐馆	休息好了，我带妈妈去吃饭，麻烦你帮我们找个人均消费是100-150元的餐馆，我希望评分是4.5分以上。
餐馆	将太无二(华联力宝购物中心店)具体是在哪里，我看看我们应该咋样过去。
餐馆	清楚了，那这个餐馆的附近有好一点的酒店吗，用餐很晚的话就和妈妈住下了。
景点	嗯嗯，了解了，那你帮我们找个免费的景点，我妈妈让我陪她溜溜。
景点	韩美林艺术馆的附近有环境好一点的酒店吗，带妈妈出来希望她好好享受一下。
景点	了解了，这个景点的附近有啥可以逛逛的别的景点吗，妈妈很喜欢到处走走看看。
thank	嗯嗯，太好了，真的太谢谢你了。
酒店	你好，我要去名叫如家快捷酒店(北京霍营地铁站店)的酒店住宿，能帮我查一下这个酒店的价格是多少吗？
酒店	价格还算可以，还得帮我查一下它家周边都有什么景点？
餐馆	好吧，定好酒店，我打算出去吃点东西，能帮我找一个能吃到芒果布丁的餐馆吗？
餐馆	去利苑酒家（金宝店）就行，能帮我查一下它家的评分和电话吗？
景点	好的，吃完饭我需要找个地方消化食，给推荐一个票价50-100元，游玩时长是1小时的景点呗！
景点	好呀，就去这里吧，你知道这个景点的地址吗？
thank	收到，谢谢你啊！
